category,url,title,suggested_action
old show/news,/blog/2020/summerweek6-en8yw,,Possibly an old show — needs review
old show/news,/blog/2020/summerweek8,,Possibly an old show — needs review
old show/news,/blog/2021/ballinger,,Possibly an old show — needs review
old show/news,/blog/2021/clausell,,Possibly an old show — needs review
old show/news,/blog/2021/falled,,Possibly an old show — needs review
old show/news,/blog/2021/falled-lc9tl,,Possibly an old show — needs review
old show/news,/blog/2021/hayes,,Possibly an old show — needs review
old show/news,/blog/2021/kremer,,Possibly an old show — needs review
old show/news,/blog/2021/now-hiring-education-director,,Possibly an old show — needs review
old show/news,/blog/2021/now-hiring-education-director-eyg5f,,Possibly an old show — needs review
old show/news,/blog/2021/now-hiring-education-director-eyg5f-wwwl7,,Possibly an old show — needs review
old show/news,/blog/2021/russell,,Possibly an old show — needs review
old show/news,/blog/2021/russell-5tgd7,,Possibly an old show — needs review
old show/news,/blog/2021/russell-5tgd7-fbr6k,,Possibly an old show — needs review
old show/news,/blog/2021/russell-5tgd7-smmxm,,Possibly an old show — needs review
old show/news,/blog/2021/russell-wgwef,,Possibly an old show — needs review
old show/news,/blog/2021/springbreak,,Possibly an old show — needs review
old show/news,/blog/2021/summerallages,,Possibly an old show — needs review
old show/news,/blog/2021/tlt-wins-national-award,,Possibly an old show — needs review
old show/news,/blog/2021/valenzuela,,Possibly an old show — needs review
season tickets,/blog/2016/98th-season-tickets,,Season ticket page — replace with new
special event,/blog/2022/kaleidoscope-page,,Past special event — keep selectively
special event,/blog/kaleidoscope-registration,,Past special event — keep selectively
uncategorized,/blog/2020postponed,,Needs manual review
uncategorized,/blog/2022/offshelf1,,Needs manual review
uncategorized,/blog/2022/offshelf1-7wyr7,,Needs manual review
uncategorized,/blog/2022/offshelf1-7wyr7-f8j4h,,Needs manual review
uncategorized,/blog/2022/offshelf1-7wyr7-f8j4h-f4k43,,Needs manual review
uncategorized,/blog/2022/ots2,,Needs manual review
uncategorized,/blog/2022/scholarship-application,,Needs manual review
uncategorized,/blog/2022/season-2020-2021,,Needs manual review
uncategorized,/blog/2022/spring-education-2022,,Needs manual review
uncategorized,/blog/2022/spring-education-2022-bgrgt,,Needs manual review
uncategorized,/blog/2022/spring-education-2022-bgrgt-267bt,,Needs manual review
uncategorized,/blog/2022/spring-education-2022-bgrgt-267bt-xse3d,,Needs manual review
uncategorized,/blog/2022/spring-education-2022-bgrgt-267bt-xse3d-sgdlr,,Needs manual review
uncategorized,/blog/2022/spring-education-2022-bgrgt-267bt-xse3d-sgdlr-ajmyl,,Needs manual review
uncategorized,/blog/2022/spring-education-2022-bgrgt-267bt-xse3d-sgdlr-ajmyl-s5bfx,,Needs manual review
uncategorized,/blog/2022/winter-break-2022-a-year-with-frog-and-toad,,Needs manual review
uncategorized,/blog/2025/grab-dinner-at-harbor-lights,,Needs manual review
uncategorized,/blog/2025/knockemdead,,Needs manual review
uncategorized,/blog/2025/revenge,,Needs manual review
uncategorized,/blog/2025/revenge-s2keg,,Needs manual review
uncategorized,/blog/2122/offtheshelfboudica,,Needs manual review
uncategorized,/blog/asyou,,Needs manual review
uncategorized,/blog/donationrequest,,Needs manual review
uncategorized,/blog/hadesteen,,Needs manual review
uncategorized,/blog/merchandise,,Needs manual review
uncategorized,/blog/monique,,Needs manual review
uncategorized,/blog/summer24,,Needs manual review
uncategorized,/blog/summer24-g2226,,Needs manual review
uncategorized,/blog/tag/1918-1930,,Needs manual review
uncategorized,/blog/tag/1930-1940,,Needs manual review
uncategorized,/blog/tag/1940-1950,,Needs manual review
uncategorized,/blog/tag/1950-1960,,Needs manual review
uncategorized,/blog/tag/1960-1970,,Needs manual review
uncategorized,/blog/tag/1970-1980,,Needs manual review
uncategorized,/blog/tag/1980-1990,,Needs manual review
uncategorized,/blog/tag/1990-2000,,Needs manual review
uncategorized,/blog/tag/2000-2010,,Needs manual review
uncategorized,/blog/tag/2010-2011,,Needs manual review
uncategorized,/blog/tag/2010-2020,,Needs manual review
uncategorized,/blog/tag/2011-2012,,Needs manual review
uncategorized,/blog/tag/2012-2013,,Needs manual review
uncategorized,/blog/tag/2013-2014,,Needs manual review
uncategorized,/blog/tag/2014-2015,,Needs manual review
uncategorized,/blog/tag/2015-2016,,Needs manual review
uncategorized,/blog/tag/2016-2017,,Needs manual review
uncategorized,/blog/tag/2017-2018,,Needs manual review
uncategorized,/blog/tag/2018-2019,,Needs manual review
uncategorized,/blog/tag/2019-2020,,Needs manual review
uncategorized,/blog/tag/2020-2021,,Needs manual review
uncategorized,/blog/tag/2021-2022,,Needs manual review
uncategorized,/blog/tag/2022-2023,,Needs manual review
uncategorized,/blog/tag/2023-2024,,Needs manual review
uncategorized,/blog/tag/2024-2025,,Needs manual review
uncategorized,/blog/tag/2025-2026,,Needs manual review
uncategorized,/blog/tag/Caberet1415,,Needs manual review
uncategorized,/blog/tag/ChristmasStory1516,,Needs manual review
uncategorized,/blog/tag/City+Line,,Needs manual review
uncategorized,/blog/tag/Donation+Request,,Needs manual review
uncategorized,/blog/tag/Second+Samuel+1516,,Needs manual review
uncategorized,/blog/tag/SmokeyJoesCafe1516,,Needs manual review
uncategorized,/blog/teagan,,Needs manual review
