decision,category,old_url,new_url,real_name_from_note,title,cancelled
trash,education event,/blog/2015/5/11/beauty-and-the-beast-jr,/education/,,Beauty and the Beast Jr.,False
trash,education event,/blog/2015/beauty-and-the-beast-jr-performances,/education/,,"SUMMER 2015-BEAUTY AND THE BEAST, JR",False
trash,education event,/blog/2015/camp-tlt-winter-2016,/education/,,After School @ TLT - Winter 2016,False
trash,education event,/blog/2015/summer-camp,/education/,,Summer Camp 2015,False
trash,education event,/blog/2016/aladdin-jr,/education/,,"ALADDIN, JR.",False
trash,education event,/blog/2016/summer-camp-2016,/education/,,Summer Camp 2016,False
trash,education event,/blog/2016/summer-camp-2016-aladdin,/education/,,Summer Camp 2016 - Aladdin(SESSION FULL),False
trash,education event,/blog/2016/summer-camp-2016-high-school-musical,/education/,,Summer Camp 2016 - High School Musical,False
trash,education event,/blog/2017/legally-blond-jr,/education/,,Legally BlondE Jr,False
trash,education event,/blog/2017/peter-pan-jr,/education/,,PETER PAN JR,False
trash,education event,/blog/2018/mulanjr,/education/,,MULAN JR,False
trash,education event,/blog/2018/mulanjr-hh87h,/education/,,HAIRSPRAY JR,False
trash,education event,/blog/2018/summercampmulan,/education/,,"Summer Camp 2018 - MULAN, JR.-CLASS FULL",False
trash,education event,/blog/2019/seussicalcamp,/education/,,SEUSSICAL Performances,False
trash,education event,/blog/2019/summercamppoppins,/education/,,"SUMMER CAMP 2019 - MARY POPPINS, JR.-SESSION FULL",False
trash,education event,/blog/2019/summercamppoppins-rpwsh,/education/,,"SPRING BREAK CAMP - WILLY WONKA, JR!",False
trash,education event,/blog/2019/summercamppoppins-rpwsh-6pgye,/education/,,WINTER BREAK CAMP: RUDOLPH THE RED-NOSED-REINDEER Jr.,False
trash,education event,/blog/2019/summercamppoppins-rpwsh-dkt88,/education/,,"WILLY WONKA, JR PERFORMANCES",False
trash,education event,/blog/2019/summercamppoppins-rpwsh-dznrc,/education/,,WINTER BREAK CAMP - A SEUSSIFIED CHRISTMAS CAROL,False
trash,education event,/blog/2019/summercamppoppins-rpwsh-jzptm,/education/,,WINTER BREAK CAMP - THE WIZARD OF OZ! (YPE),False
trash,education event,/blog/2019/summercamppoppins-tb7p2,/education/,,3 DAY COLLEGE AUDITION AND PREP INTENSIVE,False
trash,education event,/blog/2019/summercampseuss,/education/,,Summer Camp 2019 - SEUSSICAL!-SESSION FULL,False
trash,education event,/blog/2020/fallyouth,/education/,,FALL YOUTH EDUCATION,False
trash,education event,/blog/2021/springclasses,/education/,,SPRING EDUCATION YOUTH & ADULT,False
trash,education event,/blog/2021/summercamp,/education/,,SUMMER CAMP 2021,False
trash,education event,/blog/2022/summercamp,/education/,,SUMMER CAMP 2022,False
trash,education event,/blog/2023/spring-break-camp-2023-skills-break-camp,/education/,,Spring Break Camp 2023: Skills Break Camp,False
trash,education event,/blog/2023/summer-camps-2023,/education/,,Summer Camps: 2023,False
trash,education event,/blog/25fallclasses,/education/,,Fall Education @ TLT,False
trash,education event,/blog/25fallclasses-2kptp,/education/,,Winter Education @ TLT,False
trash,education event,/blog/fiddlerjr,/education/,,"WINTER BREAK CAMP: FIDDLER ON THE ROOF, JR",False
trash,fundraising,/blog/2015/97th-season-opening-gala,/donate/,,97th Season Opening Gala,False
trash,fundraising,/blog/2016/98th-season-opening-gala-and-silent-auction,/donate/,,98TH SEASON OPENING GALA AND SILENT AUCTION,False
trash,fundraising,/blog/2016/98th-season-opening-gala-and-silent-auction-ewp7l,/donate/,,99TH SEASON OPENING GALA AND SILENT AUCTION,False
trash,fundraising,/blog/2016/annual-fund-drive,/donate/,,ANNUAL FUND DRIVE,False
trash,fundraising,/blog/2017/annualfunddrive,/donate/,,ANNUAL FUND DRIVE,False
trash,fundraising,/blog/2017/annualfunddrive-4y34r,/donate/,,2019 ANNUAL FUND DRIVE,False
trash,fundraising,/blog/2017/annualfunddrive-fpemm,/donate/,,2018-2019 ANNUAL FUND DRIVE,False
trash,fundraising,/blog/2018/100seasongala,/donate/,,100TH SEASON OPENING GALA AND SILENT AUCTION,False
trash,fundraising,/blog/2018/100seasongala-3mk7k,/donate/,,100 YEARS OF TLT - A CELEBRATION,False
trash,fundraising,/blog/2019/gala,/donate/,,101ST SEASON OPENING GALA AND SILENT AUCTION,False
trash,fundraising,/blog/2020/annualfund,/donate/,,2020 ANNUAL FUND DRIVE,False
trash,fundraising,/blog/2022annualfund,/donate/,,2022 ANNUAL FUND DRIVE,False
trash,fundraising,/blog/2022annualfund-gf5fk,/donate/,,2023 ANNUAL FUND DRIVE,False
trash,modern_show,/blog/20212022/alltogetheraud,/news/,,Auditions for ALL TOGETHER NOW,False
trash,modern_show,/blog/20212022/alltogethernow,/news/,,ALL TOGETHER NOW-A Benefit Concert,False
trash,modern_show,/blog/20212022/auditionsclue,/auditions/,,Auditions for CLUE,False
trash,modern_show,/blog/20212022/auditionsoz,/auditions/,,Auditions for THE WIZARD OF OZ,False
trash,modern_show,/blog/20212022/auditionsoz-bpk42,/auditions/,,Auditions for THE LUCK OF THE IRISH,False
trash,modern_show,/blog/20212022/auditionssky,/auditions/,,Auditions for SILENT SKY,False
trash,modern_show,/blog/20212022/auditionssky-jxcgy,/auditions/,,Auditions for THE HAPPIEST SONG PLAYS LAST,False
trash,modern_show,/blog/20212022/corndog,/news/,,CORN DOG: A NEW MUSICAL,False
trash,modern_show,/blog/20212022/covidprotocols,/news/,,COVID-19 PROTOCOLS,False
trash,modern_show,/blog/20212022/covidprotocols-j2l2r,/news/,,COVID-19 PROTOCOLS UPDATED 11/06/2022,False
trash,modern_show,/blog/20212022/cryitout,/news/,,CRY IT OUT - An Off the Shelf reading,False
trash,modern_show,/blog/20212022/june19,/news/,,JUNETEENTH CELEBRATION,False
trash,modern_show,/blog/20212022/seasontickets,/news/,,SEASON #103 - THE START OF SOMETHING NEW,False
trash,modern_show,/blog/20212022/seasontix,/news/,,Season Tickets,False
trash,modern_show,/blog/20212022/theguys,/news/,,The Guys,False
trash,modern_show,/blog/20222023/lion,/news/,,"SUMMER CAMP PERFORMANCE - THE LION KING, JR",False
trash,modern_show,/blog/20222023/lion-br6d8,/news/,,SUMMER CAMP PERFORMANCE - FREAKY FRIDAY,False
trash,modern_show,/blog/20222023/lion-br6d8-984h5,/news/,,"SUMMER CAMP PERFORMANCE - THE LITTLE MERMAID, JR",False
trash,modern_show,/blog/20222023/lion-br6d8-984h5-czra9,/news/,,"SUMMER CAMP PERFORMANCE - SCHOOLHOUSE ROCK, JR",False
trash,modern_show,/blog/20222023/lion-br6d8-984h5-czra9-z26wf,/news/,,SUMMER CAMP PERFORMANCE - THE ADDAMS FAMILY,False
trash,modern_show,/blog/20222023/poboyaud,/news/,,Auditions for PO BOY TANGO,False
trash,modern_show,/blog/20222023/rockauditions,/auditions/,,Auditions for ROCK OF AGES,False
trash,modern_show,/blog/20222023/significantaudition,/auditions/,,Auditions for SIGNIFICANT OTHER,False
trash,modern_show,/blog/20222023/significantaudition-r2zm9,/auditions/,,Auditions for THE SHAWSHANK REDEMPTION,False
trash,modern_show,/blog/20222023/significantaudition-rrpga,/auditions/,,Auditions for THE PLAY THAT GOES WRONG,False
trash,modern_show,/blog/20222023/steelaud,/news/,,Auditions for STEEL MAGNOLIAS,False
trash,modern_show,/blog/20222023/steelaud-8al6z,/news/,,Auditions for MURDER ON THE ORIENT EXPRESS,False
trash,modern_show,/blog/20222023/wintercamp,/news/,,A YEAR WITH FROG AND TOAD PERFORMANCES,False
trash,modern_show,/blog/20222023/xmasauditions,/auditions/,,Auditions for A CHRISTMAS STORY,False
trash,modern_show,/blog/20232024/audmaine,/news/,,"Auditions for ALMOST, MAINE",False
trash,modern_show,/blog/20232024/audmisery,/news/,,Auditions for MISERY,False
trash,modern_show,/blog/20232024/audmisery-4479k,/news/,,Auditions for RUDOLPH THE RED-NOSED REINDEER,False
trash,modern_show,/blog/20232024/audmisery-4479k-ftkay,/news/,,"Auditions for A DOLL'S HOUSE, PART 2",False
trash,modern_show,/blog/20232024/audmisery-4479k-ftkay-eg24m,/news/,,Auditions for RENT,False
trash,modern_show,/blog/20232024/danceharry,/news/,,MUSICAL THEATRE DANCE WORKSHOPS!,False
trash,modern_show,/blog/20232024/deltaauditions,/auditions/,,Auditions for FROM THE MISSISSIPPI DELTA,False
trash,modern_show,/blog/20232024/fiddlerauditions,/auditions/,,Auditions for FIDDLER ON THE ROOF,False
trash,modern_show,/blog/20232024/fiddlerauditions-nf9gf,/auditions/,,Auditions for THE CURIOUS INCIDENT OF THE DOG IN THE NIGHT-TIME,False
trash,modern_show,/blog/20232024/fiddlerauditions-nrpky,/auditions/,,Auditions for LORCA IN A GREEN DRESS,False
trash,modern_show,/blog/20232024/fiddlerauditions-nrpky-pxjk7,/auditions/,,Auditions for ROCKY,False
trash,modern_show,/blog/20232024/fiddlerauditions-nrpky-twrnx,/auditions/,,Auditions for BUG,False
trash,modern_show,/blog/20232024/findingnemokids-g3njx,/news/,,"Spring Break Camp 2024: Finding Nemo Kids, and Classes for Teens",False
trash,modern_show,/blog/20232024/guvnor,/news/,,"Auditions for ONE MAN, TWO GUVNORS",False
trash,modern_show,/blog/20232024/mouseauditions,/auditions/,,Auditions for THE MOUSETRAP,False
trash,modern_show,/blog/20232024/rudolphjr,/news/,,"WINTER CAMP PERFORMANCE - RUDOLPH THE RED-NOSED REINDEER, JR",False
trash,modern_show,/blog/20232024/springclasses2024-g3njx-fmnt9-ddk2,/news/,,Spring Classes begin May 6th!,False
trash,modern_show,/blog/20232024/wrong-gfw6d,/news/,,THE PLAY THAT GOES WRONG BENEFIT PERFORMANCE SEPT 28TH!,False
trash,modern_show,/blog/20242025/dog,/news/,,DOG SEES GOD- An Off the Shelf reading,False
trash,modern_show,/blog/20242025/murdermerlot,/news/,,MURDER BY MERLOT-A MURDER MYSTERY DINNER,False
trash,modern_show,/blog/20242025/oneman-4w9jr-89y5p,/news/,,TAKHOMAWAY presented by University of Washington Tacoma,False
trash,modern_show,/blog/20252026/bedauditions,/auditions/,,Auditions for BEDROOM FARCE,False
trash,modern_show,/blog/20252026/davinciaudition,/auditions/,,Auditions for THE DA VINCI CODE,False
trash,modern_show,/blog/20252026/davinciaudition-fd3g3,/auditions/,,Auditions for MATILDA THE MUSICAL,False
trash,modern_show,/blog/20252026/davinciaudition-fd3g3-msre8,/auditions/,,Auditions for THE TIME MACHINE,False
trash,modern_show,/blog/20252026/directors,/news/,,NOW HIRING-STAGE DIRECTORS FOR 2026-2027,False
trash,modern_show,/blog/20252026/otshijinx,/news/,,HIJINX & SUE-An Off the Shelf reading,False
trash,modern_show,/blog/20252026/otsmetamorphoses,/news/,,METAMORPHOSES-An Off the Shelf reading,False
trash,modern_show,/blog/20252026/sottoaud,/news/,,Auditions for SOTTO VOCE,False
trash,modern_show,/blog/20252026/springawakeningaudition,/auditions/,,Auditions for SPRING AWAKENING,False
trash,modern_show,/blog/20252026/springawakeningaudition-gxgle,/auditions/,,Auditions for THE MOUNTAINTOP,False
trash,modern_show,/blog/20252026/springclass,/news/,,Spring Education @ TLT,False
trash,old show/news,/blog/2015/5/11/97th-season-announced,/news/,,97th Season Announced,False
trash,old show/news,/blog/2015/5/11/the-ceremony-of-innocence,/news/,,The Ceremony of Innocence,False
trash,old show/news,/blog/2015/5/11/the-music-man-junior,/news/,,The Music Man Junior,False
trash,old show/news,/blog/2015/a-few-good-men,/news/,,A COMEDY OF ERRORS,False
trash,old show/news,/blog/2015/all-the-great-books,/news/,,All the Great Books,False
trash,old show/news,/blog/2015/c-ellen-peters,/news/,,C. Ellen Peters,False
trash,old show/news,/blog/2015/city-line-interview,/about/press/,"Old cityline, is this only stored here?",City Line - BOEING BOEING,False
trash,old show/news,/blog/2015/city-line-interview-a-christmas-story,/about/press/,"Old cityline, is this only stored here?",City Line - A Christmas Story,False
trash,old show/news,/blog/2015/donna-kundson,/news/,,DONNA KNUDSON,False
trash,old show/news,/blog/2015/education-program,/news/,,Education Program,False
trash,old show/news,/blog/2015/george-mcclure-md,/news/,,"GEORGE MCCLURE, MD",False
trash,old show/news,/blog/2015/heidi-walworth-horn,/news/,,HEIDI WALWORTH-HORN,False
trash,old show/news,/blog/2015/hembree,/news/,,"ADRIA HEMBREE, OFFICE/COMMUNICATIONS MANAGER",False
trash,old show/news,/blog/2015/jeanette,/news/,,Jeanette Sanchez-Izenman,False
trash,old show/news,/blog/2015/jen-niehaus-rivers,/news/,,JEN NIEHAUS-RIVERS,False
trash,old show/news,/blog/2015/katherine-davis,/news/,,"Katherine Davis, Treasurer",False
trash,old show/news,/blog/2015/lily,/news/,,"LILY OELLERICH, PRODUCTION MANAGER",False
trash,old show/news,/blog/2015/martin,/news/,,MARTIN GOLDSMITH,False
trash,old show/news,/blog/2015/micheal-ohara,/news/,,Micheal O'Hara,False
trash,old show/news,/blog/2015/murder-on-the-movie-set,/news/,,Murder on the Movie Set,False
trash,old show/news,/blog/2015/office-manager-373ag,/news/,,"NENA CURLEY, PRODUCTION MANAGER & EDUCATION MANAGER",False
trash,old show/news,/blog/2015/office-manager-373ag-9pnef-aclg5-6l825-l9egj,/news/,,"CASEY BROWN, BOX OFFICE",False
trash,old show/news,/blog/2015/oliver-1,/news/,,OTHER LOCAL PERFORMANCES,False
trash,old show/news,/blog/2015/ouroboros-shadow-pictures-presents-the-history-of-waking-up,/news/,,Ouroboros Shadow Pictures Presents: THE HISTORY OF WAKING UP,False
trash,old show/news,/blog/2015/randy-clark,/news/,,RANDY CLARK,False
trash,old show/news,/blog/2015/randy-clark-dbs3d,/news/,,AYA HASHIGUCHI CLARK,False
trash,old show/news,/blog/2015/stay-cool-at-tlt,/news/,,Stay Cool At TLT!,False
trash,old show/news,/blog/2015/the-buddy-holly-story,/news/,,The Buddy Holly Story,False
trash,old show/news,/blog/2015/the-legend-of-sleepy-hollow,/news/,,THE LEGEND OF SLEEPY HOLLOW,False
trash,old show/news,/blog/2015/the-mystery-of-edwin-drood,/news/,,The Mystery of Edwin Drood,False
trash,old show/news,/blog/2015/the-night-of-the-iguana,/news/,,AGNES OF GOD,False
trash,old show/news,/blog/2015/tomorrow-tomorrow,/news/,,"Tomorrow, Tomorrow",False
trash,old show/news,/blog/2016/365days,/news/,,Toy Boat Theatre and UWT,False
trash,old show/news,/blog/2016/a-benefit-for-orlando,/news/,,A BENEFIT FOR ORLANDO,False
trash,old show/news,/blog/2016/a-day-in-the-death-of-joe,/news/,,A DAY IN THE DEATH OF JOE,False
trash,old show/news,/blog/2016/a-piece-of-my-heart,/news/,,THE PAJAMA GAME,False
trash,old show/news,/blog/2016/after-school-tlt-dracula,/news/,,After School @ TLT: Dracula,False
trash,old show/news,/blog/2016/after-school-tlt-dracula-elpss,/news/,,Fall Education   @ TLT,False
trash,old show/news,/blog/2016/after-school-tlt-robin-hood,/news/,,AFTER SCHOOL @ TLT: ROBIN HOOD,False
trash,old show/news,/blog/2016/after-school-tlt-spring-2016,/news/,,After School @TLT - Spring 2016,False
trash,old show/news,/blog/2016/birds-from-the-thicket,/news/,,BIRDS FROM THE THICKET,False
trash,old show/news,/blog/2016/city-line-the-last-night-of-ballyhoo,/about/press/,"Old cityline, is this only stored here?",City Line - The Last Night of Ballyhoo,False
trash,old show/news,/blog/2016/fools-play-improv-at-tlt,/news/,,FOOLS PLAY IMPROV AT TLT,False
trash,old show/news,/blog/2016/fools-play-improv-at-tlt-gwn7e,/news/,,BOY SMOOCHES IMPROV AT TLT,False
trash,old show/news,/blog/2016/fools-play-improv-at-tlt-gwn7e-yfh46,/news/,,BOY SMOOCHES IMPROV AT TLT,False
trash,old show/news,/blog/2016/fools-play-improv-at-tlt-h6azh,/news/,,FOOLS PLAY IMPROV AT TLT,False
trash,old show/news,/blog/2016/gritty-city-sirens,/news/,,Gritty City Sirens,False
trash,old show/news,/blog/2016/high-school-musical,/news/,,HIGH SCHOOL MUSICAL,False
trash,old show/news,/blog/2016/lit-aloud-an-off-the-shelf-event,/news/,,LIT ALOUD-AN OFF THE SHELF EVENT,False
trash,old show/news,/blog/2016/murder-is-served-a-murder-mystery-dinner,/news/,,MURDER IS SERVED-A MURDER MYSTERY DINNER,False
trash,old show/news,/blog/2016/noises-off,/news/,,HEATHERS,False
trash,old show/news,/blog/2016/offtheshelfbeverly,/news/,,MY HUSBAND LIKED BEVERLY BETTER - AN OFF THE SHELF READING,False
trash,old show/news,/blog/2016/stop-kiss-presented-by-found-space-productions,/news/,,STOP KISS-Presented by Found Space Productions,False
trash,old show/news,/blog/2016/tacoma-arts-month,/news/,,TACOMA ARTS MONTH,False
trash,old show/news,/blog/2016/the-fortune-teller-presented-by-opera-elect,/news/,,THE FORTUNE TELLER-Presented by Opera Elect,False
trash,old show/news,/blog/2016/the-last-escape-a-puzzle-room,/news/,,THE LAST ESCAPE-A Puzzle Room,False
trash,old show/news,/blog/2016/the-ozzie-fuhrmann-swing-band,/news/,,THE OZZIE FUHRMANN SWING BAND,False
trash,old show/news,/blog/2016/the-scarlett,/news/,,BEEHIVE: THE 60’S MUSICAL,False
trash,old show/news,/blog/2016/the-tenth-muse-off-the-shelf,/news/,,The Tenth Muse - Off the Shelf,False
trash,old show/news,/blog/2016/the-underpants-5ypj7-em9m8-jfy3x,/news/,,LAST CALL COMEDY SHOWCASE,False
trash,old show/news,/blog/2016/three-one-acts-lemonade-the-cat-connection-second-chance,/news/,,"THREE ONE ACTS: LEMONADE, THE CAT CONNECTION & SECOND CHANCE",False
trash,old show/news,/blog/2016/top-girls,/news/,,Top Girls,False
trash,old show/news,/blog/2016/wintereducation2018,/news/,,Winter Education @ TLT,False
trash,old show/news,/blog/2017/after-school-tlt-hansel-gretel,/news/,,After School @ TLT - Hansel & Gretel,False
trash,old show/news,/blog/2017/agentandtheactor,/news/,,AUDITION WORKSHOP - THE ACTOR AND THE AGENT,False
trash,old show/news,/blog/2017/annie-katica-green,/news/,,Annie Katica Green,False
trash,old show/news,/blog/2017/empathos,/news/,,THE ART OF REMEMBERING & MOUNTAIN LANGUAGE - An Off the Shelf reading,False
trash,old show/news,/blog/2017/fade,/news/,,FADE - An Off the Shelf reading,False
trash,old show/news,/blog/2017/gritty-city-sirens-present-boobtube,/news/,,GRITTY CITY SIRENS PRESENT BOOBTUBE,False
trash,old show/news,/blog/2017/gritty-city-sirens-present-boobtube-62hcx,/news/,,GRITTY CITY SIRENS AND TUSH PRESENT POLYGLAMOROUS,False
trash,old show/news,/blog/2017/honey,/news/,,A TASTE OF HONEY - An Off the Shelf reading,False
trash,old show/news,/blog/2017/honey-a76cy,/news/,,THE SISTERS ROSENSWEIG - An Off the Shelf reading,False
trash,old show/news,/blog/2017/honey-a76cy-3nefp,/news/,,THE FAWN AND THE BLACK OAK - An Off the Shelf reading,False
trash,old show/news,/blog/2017/honey-a76cy-3nefp-58mtg,/news/,,BUILDING THE WALL - An Off the Shelf reading,False
trash,old show/news,/blog/2017/honey-a76cy-epksn,/news/,,HURLYBURLY - An Off the Shelf reading,False
trash,old show/news,/blog/2017/honeymoon-from-hell,/news/,,HONEYMOON FROM HELL - A MURDER MYSTERY DINNER,False
trash,old show/news,/blog/2017/jennyhubbard,/news/,,Jenny Hubbard,False
trash,old show/news,/blog/2017/love-loss-and-what-i-wore,/news/,,"LOVE, LOSS, AND WHAT I WORE",False
trash,old show/news,/blog/2017/mrs-smith-goes-to-washington,/news/,,MRS. SMITH GOES TO WASHINGTON,False
trash,old show/news,/blog/2017/second-samuel-festival-performances,/news/,,SECOND SAMUEL - FESTIVAL PERFORMANCE,False
trash,old show/news,/blog/2017/the-death-of-dr-pepper-a-murder-mystery-dinner,/news/,,THE DEATH OF DR. PEPPER-A MURDER MYSTERY DINNER,False
trash,old show/news,/blog/2017/the-incredible-undersea-trial-of-joseph-p-lawnboy,/news/,,THE INCREDIBLE UNDERSEA TRIAL OF JOSEPH P. LAWNBOY,False
trash,old show/news,/blog/2018/broadwayolympia,/news/,,MATILDA,False
trash,old show/news,/blog/2018/condotokillfor,/news/,,A CONDO TO KILL FOR - A MURDER MYSTERY DINNER,False
trash,old show/news,/blog/2018/condotokillfor-9gb5f,/news/,,FATAL FOOTBALL FEVER - A MURDER MYSTERY DINNER,False
trash,old show/news,/blog/2018/cyranproductions,/news/,,CYRANO deBURGERSHACK - A CLUBTLT PRODUCTION,False
trash,old show/news,/blog/2018/deathbyvalentine,/news/,,DEATH BY VALENTINE - A MURDER MYSTERY DINNER,False
trash,old show/news,/blog/2018/grab-a-seat-and-enjoy,/news/,,GRAB A SEAT AND ENJOY,False
trash,old show/news,/blog/2018/grittycityboobtubeseason2,/news/,,GRITTY CITY SIRENS PRESENT BoobTube Season 2,False
trash,old show/news,/blog/2018/grittycityvarie,/news/,,GRITTY CITY SIRENS PRESENT VARIETEASE,False
trash,old show/news,/blog/2018/montreal,/news/,,MONTREAL- An Off the Shelf reading,False
trash,old show/news,/blog/2018/muhgrog,/news/,,MUH GROG ZOO,False
trash,old show/news,/blog/2018/muhgrog-hm4j8,/news/,,MUH GROG ZOO - Words 147 & 148,False
trash,old show/news,/blog/2018/muhgrog-hm4j8-7zmbm,/news/,,MUH GROG ZOO - Words 149 & 150,False
trash,old show/news,/blog/2018/murderbymerlot,/news/,,MURDER BY MERLOT - A MURDER MYSTERY DINNER,False
trash,old show/news,/blog/2018/murderbymerlot-xgbbm,/news/,,MOBBED UP FOR MURDER - A MURDER MYSTERY DINNER,False
trash,old show/news,/blog/2018/murderbymerlot-xgbbm-sk9e2,/news/,,ON STAGE FOR MURDER - A MURDER MYSTERY DINNER,False
trash,old show/news,/blog/2018/offtheshelfempire,/news/,,EMPIRE OF VENUS - An Off the Shelf reading,False
trash,old show/news,/blog/2018/offtheshelfmeasure,/news/,,MEASURE FOR MEASURE - An Off the Shelf reading,False
trash,old show/news,/blog/2018/offtheshelfpeterpan,/news/,,FOR PETER PAN ON HER 70TH BIRTHDAY - An Off the Shelf reading,False
trash,old show/news,/blog/2018/offtheshelfrevolution,/news/,,THE REVOLUTIONISTS - An Off the Shelf reading,False
trash,old show/news,/blog/2018/offtheshelfrevolution-6xwxa,/news/,,A MOON FOR THE MISBEGOTTEN - An Off the Shelf reading,False
trash,old show/news,/blog/2018/offtheshelfrevolution-6xwxa-24bb7,/news/,,PIE & TEA WITH TLT - An Open House with the TLT Board,False
trash,old show/news,/blog/2018/offtheshelfrevolution-7lpkw,/news/,,BOOTLEG - An Off the Shelf reading,False
trash,old show/news,/blog/2018/offtheshelfrevolution-7lpkw-eydma,/news/,,OUTSIDE MULLINGAR - An Off the Shelf reading,False
trash,old show/news,/blog/2018/offtheshelfrevolution-7lpkw-eydma-tfp5d,/news/,,AUTONOMOUS - An Off the Shelf reading,False
trash,old show/news,/blog/2018/offtheshelfrevolution-7lpkw-eydma-tfp5d-j22jm,/news/,,ON A NOTE OF TRIUMPH - An Off the Shelf reading,False
trash,old show/news,/blog/2018/offtheshelfrevolution-gjkhz,/news/,,MRS. PACKARD - An Off the Shelf reading,False
trash,old show/news,/blog/2018/sexiest,/news/,,AMERICA'S SEXIEST COUPLE- An Off the Shelf reading,False
trash,old show/news,/blog/2018/sexiest-9glhh,/news/,,THE MOORS - An Off the Shelf reading,False
trash,old show/news,/blog/2018/shipwrecked,/news/,,SHIPWRECKED! - An Off the Shelf reading,False
trash,old show/news,/blog/2018/shipwrecked-3ywjl,/news/,,ELEEMOSYNARY- An Off the Shelf reading,False
trash,old show/news,/blog/2018/springeducation,/news/,,Spring Education  @  TLT,False
trash,old show/news,/blog/2018/springeducation-73prh,/news/,,Fall Education  @  TLT,False
trash,old show/news,/blog/2018/springeducation-73prh-kw3jp,/news/,,Fall Youth Education @  TLT,False
trash,old show/news,/blog/2018/springeducation-73prh-t9ly4,/news/,,Winter Education  @  TLT,False
trash,old show/news,/blog/2018/springeducation-73prh-t9ly4-645bw,/news/,,Adult Education  @  TLT,False
trash,old show/news,/blog/2018/springeducation-73prh-t9ly4-645bw-espsf,/news/,,Adult Winter Education  @  TLT,False
trash,old show/news,/blog/2018/springeducation-73prh-t9ly4-645bw-jww8t,/news/,,ADULT AUDITION WORKSHOP,False
trash,old show/news,/blog/2018/springeducation-73prh-t9ly4-645bw-x768b,/news/,,Adult Education  @  TLT,False
trash,old show/news,/blog/2018/springeducation-73prh-t9ly4-645bw-x768b-9rkry,/news/,,ADULT IMPROV WORKSHOP,False
trash,old show/news,/blog/2018/veteransdayproject,/news/,,THE VETERANS DAY PROJECT,False
trash,old show/news,/blog/2019/blm,/news/,,BLACK LIVES MATTER,False
trash,old show/news,/blog/2019/blueforge,/news/,,BLUE FORGE GROUP,False
trash,old show/news,/blog/2019/castmates,/news/,,CASTMATES-SECOND SAMUEL REUNION,False
trash,old show/news,/blog/2019/castmates-54bgg,/news/,,CASTMATES-THE PILLOWMAN PART 2,False
trash,old show/news,/blog/2019/castmates-54bgg-ltef7,/news/,,CASTMATES-EXIT LAUGHING,False
trash,old show/news,/blog/2019/castmatescalendargirls,/news/,,CASTMATES-CALENDAR GIRLS,False
trash,old show/news,/blog/2019/castmatesdollshouse,/news/,,CASTMATES-A DOLL'S HOUSE,False
trash,old show/news,/blog/2019/castmatesdollshouse-5mj7x,/news/,,CASTMATES-SMOKEY JOE'S CAFE,False
trash,old show/news,/blog/2019/castmatesgypsy,/news/,,CASTMATES-GYPSY,False
trash,old show/news,/blog/2019/castmatesgypsy-lalkt,/news/,,CASTMATES-THE FOREIGNER,False
trash,old show/news,/blog/2019/castmatesjcs,/news/,,CASTMATES-JESUS CHRIST SUPERSTAR,False
trash,old show/news,/blog/2019/castmateslaura,/news/,,CASTMATES-LAURA,False
trash,old show/news,/blog/2019/castmatesmice,/news/,,CASTMATES-OF MICE AND MEN,False
trash,old show/news,/blog/2019/castmatessep25,/news/,,CASTMATES-TLT'S SET & LIGHTING DESIGNERS,False
trash,old show/news,/blog/2019/castmatessep25-prpec,/news/,,"CASTMATES-BELL, BOOK & CANDLE",False
trash,old show/news,/blog/2019/castmatesvanya,/news/,,CASTMATES-RABBIT HOLE,False
trash,old show/news,/blog/2019/castmatesvanya-z6797,/news/,,CASTMATES-A CHRISTMAS STORY (2015),False
trash,old show/news,/blog/2019/castmatesvanya-z6797-yd4xh,/news/,,CASTMATES-SCROOGE (2018),False
trash,old show/news,/blog/2019/fotoloose,/news/,,FOOTLOOSE-Performances,False
trash,old show/news,/blog/2019/foulplay,/news/,,FOUL PLAY ON THE  SPEEDWAY - A MURDER MYSTERY DINNER,False
trash,old show/news,/blog/2019/fuddy,/news/,,FUDDY MEERS - An Off the Shelf reading,False
trash,old show/news,/blog/2019/fuddy-dha7r,/news/,,4000 DAYS - An Off the Shelf reading,False
trash,old show/news,/blog/2019/grittyapril,/news/,,GRITTY CITY SIRENS PRESENT: WET,False
trash,old show/news,/blog/2019/grittyprivate,/news/,,GRITTY CITY SIRENS PRESENT: PRIVATE MOMENTS,False
trash,old show/news,/blog/2019/horsin,/news/,,HORSIN' AROUND WITH MURDER - A MURDER MYSTERY DINNER,False
trash,old show/news,/blog/2019/inclement-weather-information,/news/,,PERFORMANCE INFORMATION UPDATE AS OF 12/31/21,False
trash,old show/news,/blog/2019/inclement-weather-information-xpp5l,/news/,,INCLEMENT WEATHER INFORMATION AS OF 2/8/25,False
trash,old show/news,/blog/2019/jedi,/news/,,"A Conversation on Diversity, Equity & Inclusion in Tacoma's Theatre Community",False
trash,old show/news,/blog/2019/laramie10,/news/,,THE LARAMIE PROJECT: 10 YEARS LATER - An Off the Shelf reading,False
trash,old show/news,/blog/2019/marypoppins,/news/,,"MARY POPPINS, JR-Performances",False
trash,old show/news,/blog/2019/muhgrog,/news/,,MUH GROG ZOO - Words 153 & 154,False
